total_calorie,heart_rate_sample_count,location_data_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.start_time,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.distance,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.end_time,com.samsung.health.exercise.sweat_loss,temperature_2m,relative_humidity_2m,wind_speed_10m,data,hora,dataToJoin,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,physical_recovery,movement_awakening,sleep_cycle,efficiency,sleep_score,sleep_duration,com.samsung.health.sleep.start_time,com.samsung.health.sleep.end_time
41.236.118,1476.0,,1506472,2024-05-25 09:45:59.832,167.0,183.0,3.732,17.138.054,,4.891.625,412.326,179.0,,32.470.732,2024-05-25 10:11:08,713.0,"7    14.6785
Name: temperature_2m, dtype: float32","7    95.0
Name: relative_humidity_2m, dtype: float32","7    4.582052
Name: wind_speed_10m, dtype: float32",2024-05-25,09:45:59,2024-05-25,72.0,27.0,36.0,1.0,8.0,20.0,307.0,80.0,1.0,6.0,0.0,56.0,10.0,4.0,93.0,71.0,0 days 00:00:00.000000307,2024-05-25 01:44:00.000,2024-05-25 06:51:00.000
41.236.118,1476.0,,1506472,2024-05-25 09:45:59.832,167.0,183.0,3.732,17.138.054,,4.891.625,412.326,179.0,,32.470.732,2024-05-25 10:11:08,713.0,"7    14.6785
Name: temperature_2m, dtype: float32","7    95.0
Name: relative_humidity_2m, dtype: float32","7    4.582052
Name: wind_speed_10m, dtype: float32",2024-05-25,09:45:59,2024-05-25,75.0,0.0,0.0,8.0,0.0,10.0,154.0,154.0,0.0,0.0,0.0,15.0,12.0,1.0,93.0,36.0,0 days 00:00:00.000000154,2024-05-25 07:25:00.000,2024-05-25 09:59:00.000
3.955.293,4221.0,9a77dde0-ec97-46f8-a131-7c4fca7d9f6b.location_data_internal.json,4273219,2024-05-26 17:14:22.559,100.0,113.0,2.024,10.777.823,,6.003.062,395.466,137.0,44.84,14.048.102,2024-05-26 18:25:38,492.0,"14    21.078499
Name: temperature_2m, dtype: float32","14    76.0
Name: relative_humidity_2m, dtype: float32","14    5.351785
Name: wind_speed_10m, dtype: float32",2024-05-26,17:14:22,2024-05-26,71.0,49.0,49.0,2.0,9.0,24.0,291.0,104.0,1.0,15.0,0.0,65.0,15.0,4.0,91.0,67.0,0 days 00:00:00.000000291,2024-05-26 03:28:00.000,2024-05-26 08:19:00.000
7.613.987,3195.0,29d3a509-2d7c-40f9-844d-338a7b8c08b8.location_data_internal.json,3238736,2024-05-30 08:44:14.032,166.0,184.0,3.881,15.567.183,119.0,9.162.562,759.264,181.0,45.07,28.290.546,2024-05-30 09:39:57,1218.0,"6    13.8785
Name: temperature_2m, dtype: float32","6    87.0
Name: relative_humidity_2m, dtype: float32","6    4.452954
Name: wind_speed_10m, dtype: float32",2024-05-30,08:44:14,2024-05-30,75.0,56.0,56.0,26.0,5.0,38.0,419.0,284.0,0.0,8.0,0.0,63.0,20.0,2.0,90.0,88.0,0 days 00:00:00.000000419,2024-05-30 01:21:00.000,2024-05-30 08:20:00.000
30.207.556,1144.0,81dba43d-d963-41dd-b662-53fdf8d9649d.location_data_internal.json,1164858,2024-06-01 17:23:27.227,170.0,183.0,3.851,16.153.041,,3.617.949,302.003,172.0,45.28,3.105.914,2024-06-01 17:42:55,388.0,"14    21.678499
Name: temperature_2m, dtype: float32","14    54.0
Name: relative_humidity_2m, dtype: float32","14    10.883676
Name: wind_speed_10m, dtype: float32",2024-06-01,17:23:27,2024-06-01,78.0,0.0,30.0,0.0,2.0,4.0,123.0,34.0,0.0,0.0,0.0,37.0,3.0,2.0,96.0,54.0,0 days 00:00:00.000000123,2024-06-01 02:36:00.000,2024-06-01 04:39:00.000
30.207.556,1144.0,81dba43d-d963-41dd-b662-53fdf8d9649d.location_data_internal.json,1164858,2024-06-01 17:23:27.227,170.0,183.0,3.851,16.153.041,,3.617.949,302.003,172.0,45.28,3.105.914,2024-06-01 17:42:55,388.0,"14    21.678499
Name: temperature_2m, dtype: float32","14    54.0
Name: relative_humidity_2m, dtype: float32","14    10.883676
Name: wind_speed_10m, dtype: float32",2024-06-01,17:23:27,2024-06-01,74.0,37.0,37.0,13.0,1.0,20.0,264.0,224.0,0.0,0.0,0.0,47.0,13.0,1.0,92.0,63.0,0 days 00:00:00.000000264,2024-06-01 04:54:00.000,2024-06-01 09:18:00.000
30.207.556,1144.0,81dba43d-d963-41dd-b662-53fdf8d9649d.location_data_internal.json,1164858,2024-06-01 17:23:27.227,170.0,183.0,3.851,16.153.041,,3.617.949,302.003,172.0,45.28,3.105.914,2024-06-01 17:42:55,388.0,"14    21.678499
Name: temperature_2m, dtype: float32","14    54.0
Name: relative_humidity_2m, dtype: float32","14    10.883676
Name: wind_speed_10m, dtype: float32",2024-06-01,17:23:27,2024-06-01,62.0,0.0,0.0,6.0,3.0,9.0,111.0,111.0,1.0,6.0,0.0,11.0,19.0,1.0,91.0,34.0,0 days 00:00:00.000000111,2024-06-01 10:32:00.000,2024-06-01 12:23:00.000
32.158.884,1206.0,,1230957,2024-06-04 08:10:20.417,165.0,177.0,3.681,16.435.991,,3.846.069,321.573,172.0,,31.244.545,2024-06-04 08:30:52,533.0,"5    14.7285
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    3.893995
Name: wind_speed_10m, dtype: float32",2024-06-04,08:10:20,2024-06-04,87.0,49.0,49.0,30.0,8.0,51.0,450.0,226.0,0.0,29.0,0.0,65.0,31.0,5.0,88.0,83.0,0 days 00:00:00.000000450,2024-06-04 01:09:00.000,2024-06-04 08:39:00.000
24.221.158,895.0,,914166,2024-06-05 08:12:24.962,165.0,181.0,3.677,16.815.326,81.0,2913.0,242.203,174.0,,3.186.511,2024-06-05 08:27:39,386.0,"5    15.8785
Name: temperature_2m, dtype: float32","5    93.0
Name: relative_humidity_2m, dtype: float32","5    2.545584
Name: wind_speed_10m, dtype: float32",2024-06-05,08:12:24,2024-06-05,67.0,56.0,65.0,9.0,13.0,34.0,442.0,156.0,1.0,12.0,0.0,73.0,16.0,4.0,92.0,87.0,0 days 00:00:00.000000442,2024-06-05 01:21:00.000,2024-06-05 08:43:00.000
32.840.546,1196.0,,1219914,2024-06-06 07:47:33.398,161.0,178.0,3.761,17.101.205,,3.955.101,328.383,178.0,,32.421.148,2024-06-06 08:07:54,523.0,"5    16.3785
Name: temperature_2m, dtype: float32","5    94.0
Name: relative_humidity_2m, dtype: float32","5    2.88
Name: wind_speed_10m, dtype: float32",2024-06-06,07:47:33,2024-06-06,10.0,88.0,96.0,8.0,30.0,58.0,463.0,199.0,5.0,34.0,0.0,85.0,24.0,4.0,87.0,84.0,0 days 00:00:00.000000463,2024-06-06 00:33:00.000,2024-06-06 08:16:00.000
10.419.429,35.0,,45420,2024-06-08 09:34:33.942,123.0,134.0,3.394,15.455.746,,122.765,10.374,169.0,,27.028.842,2024-06-08 09:35:21,,"7    10.8285
Name: temperature_2m, dtype: float32","7    100.0
Name: relative_humidity_2m, dtype: float32","7    4.198285
Name: wind_speed_10m, dtype: float32",2024-06-08,09:34:33,2024-06-08,73.0,17.0,29.0,0.0,2.0,13.0,128.0,75.0,0.0,8.0,0.0,45.0,16.0,1.0,89.0,57.0,0 days 00:00:00.000000128,2024-06-08 07:42:00.000,2024-06-08 09:50:00.000
32.927.054,1182.0,,1213316,2024-06-11 07:55:11.210,167.0,180.0,3.823,17.070.573,100.0,3.958.093,329.248,178.0,,3.262.211,2024-06-11 08:15:25,538.0,"5    11.5785
Name: temperature_2m, dtype: float32","5    98.0
Name: relative_humidity_2m, dtype: float32","5    5.00128
Name: wind_speed_10m, dtype: float32",2024-06-11,07:55:11,2024-06-11,62.0,28.0,28.0,2.0,3.0,7.0,102.0,102.0,1.0,3.0,0.0,49.0,12.0,1.0,93.0,57.0,0 days 00:00:00.000000102,2024-06-11 00:37:00.000,2024-06-11 02:19:00.000
32.927.054,1182.0,,1213316,2024-06-11 07:55:11.210,167.0,180.0,3.823,17.070.573,100.0,3.958.093,329.248,178.0,,3.262.211,2024-06-11 08:15:25,538.0,"5    11.5785
Name: temperature_2m, dtype: float32","5    98.0
Name: relative_humidity_2m, dtype: float32","5    5.00128
Name: wind_speed_10m, dtype: float32",2024-06-11,07:55:11,2024-06-11,83.0,42.0,42.0,17.0,7.0,38.0,323.0,163.0,0.0,6.0,0.0,56.0,24.0,4.0,88.0,71.0,0 days 00:00:00.000000323,2024-06-11 03:07:00.000,2024-06-11 08:30:00.000
31.800.082,1174.0,,1201514,2024-06-12 07:55:27.017,161.0,170.0,3.59,17.003.546,121.0,3.807.578,317.99,175.0,,31.689.832,2024-06-12 08:15:29,460.0,"5    13.1785
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    4.104631
Name: wind_speed_10m, dtype: float32",2024-06-12,07:55:27,2024-06-12,66.0,64.0,107.0,5.0,19.0,39.0,439.0,156.0,1.0,21.0,0.0,85.0,17.0,5.0,91.0,90.0,0 days 00:00:00.000000439,2024-06-12 00:48:00.000,2024-06-12 08:07:00.000
24.133.606,879.0,,904936,2024-06-17 07:55:15.509,165.0,185.0,3.664,16.980.208,87.0,2.900.031,241.299,175.0,,3.204.681,2024-06-17 08:10:22,381.0,"5    11.3285
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    5.154415
Name: wind_speed_10m, dtype: float32",2024-06-17,07:55:15,2024-06-17,66.0,39.0,52.0,10.0,9.0,33.0,405.0,157.0,1.0,6.0,0.0,63.0,16.0,3.0,91.0,84.0,0 days 00:00:00.000000405,2024-06-17 01:26:00.000,2024-06-17 08:11:00.000
3.255.543,1176.0,,1200767,2024-06-18 07:54:33.981,166.0,182.0,3.687,17.109.065,,3.908.812,325.516,176.0,,32.552.629,2024-06-18 08:14:36,548.0,"5    9.8285
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    5.634891
Name: wind_speed_10m, dtype: float32",2024-06-18,07:54:33,2024-06-18,63.0,43.0,43.0,25.0,2.0,30.0,265.0,265.0,1.0,18.0,0.0,49.0,28.0,1.0,88.0,59.0,0 days 00:00:00.000000265,2024-06-18 00:39:00.000,2024-06-18 05:04:00.000
3.255.543,1176.0,,1200767,2024-06-18 07:54:33.981,166.0,182.0,3.687,17.109.065,,3.908.812,325.516,176.0,,32.552.629,2024-06-18 08:14:36,548.0,"5    9.8285
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    5.634891
Name: wind_speed_10m, dtype: float32",2024-06-18,07:54:33,2024-06-18,75.0,31.0,31.0,10.0,0.0,13.0,172.0,139.0,0.0,0.0,0.0,44.0,15.0,1.0,92.0,60.0,0 days 00:00:00.000000172,2024-06-18 05:20:00.000,2024-06-18 08:12:00.000
32.593.802,1187.0,,1209809,2024-06-20 07:52:21.555,164.0,182.0,3.751,17.070.464,,3.911.859,325.922,177.0,,32.334.518,2024-06-20 08:12:32,527.0,"5    11.6785
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    4.693826
Name: wind_speed_10m, dtype: float32",2024-06-20,07:52:21,2024-06-20,77.0,55.0,55.0,30.0,3.0,40.0,267.0,226.0,0.0,25.0,0.0,57.0,38.0,2.0,85.0,62.0,0 days 00:00:00.000000267,2024-06-20 00:20:00.000,2024-06-20 04:47:00.000
32.593.802,1187.0,,1209809,2024-06-20 07:52:21.555,164.0,182.0,3.751,17.070.464,,3.911.859,325.922,177.0,,32.334.518,2024-06-20 08:12:32,527.0,"5    11.6785
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    4.693826
Name: wind_speed_10m, dtype: float32",2024-06-20,07:52:21,2024-06-20,73.0,0.0,0.0,11.0,2.0,15.0,122.0,101.0,0.0,10.0,0.0,12.0,31.0,1.0,87.0,32.0,0 days 00:00:00.000000122,2024-06-20 06:16:00.000,2024-06-20 08:18:00.000
542.208,2225.0,0e43dfae-aa54-41f1-9b62-99b56a777e6f.location_data_internal.json,2267844,2024-06-21 20:55:37.200,160.0,183.0,3.385,16.358.267,121.0,6.460.666,542.166,169.0,45.12,28.488.142,2024-06-21 21:33:27,750.0,"18    19.8785
Name: temperature_2m, dtype: float32","18    57.0
Name: relative_humidity_2m, dtype: float32","18    3.219938
Name: wind_speed_10m, dtype: float32",2024-06-21,20:55:37,2024-06-21,61.0,27.0,48.0,3.0,9.0,47.0,461.0,87.0,2.0,16.0,0.0,69.0,17.0,4.0,89.0,84.0,0 days 00:00:00.000000461,2024-06-21 00:30:00.000,2024-06-21 08:11:00.000
2.618.769,1029.0,,1062331,2024-06-22 09:40:47.497,172.0,186.0,3.424,1.719.803,122.0,3.141.187,261.861,181.0,,29.568.815,2024-06-22 09:58:30,461.0,"7    13.1285
Name: temperature_2m, dtype: float32","7    97.0
Name: relative_humidity_2m, dtype: float32","7    4.68
Name: wind_speed_10m, dtype: float32",2024-06-22,09:40:47,2024-06-22,70.0,20.0,73.0,0.0,5.0,23.0,346.0,43.0,1.0,12.0,0.0,74.0,10.0,3.0,93.0,77.0,0 days 00:00:00.000000346,2024-06-22 03:55:00.000,2024-06-22 09:41:00.000
29.788.007,1187.0,,1208036,2024-06-25 07:48:27.129,165.0,178.0,3.373,17.125.317,,3.572.296,297.844,179.0,,29.571.104,2024-06-25 08:08:36,561.0,"5    12.8785
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    4.104631
Name: wind_speed_10m, dtype: float32",2024-06-25,07:48:27,2024-06-25,67.0,24.0,60.0,1.0,8.0,14.0,276.0,69.0,1.0,5.0,0.0,63.0,8.0,3.0,94.0,69.0,0 days 00:00:00.000000276,2024-06-25 00:16:00.000,2024-06-25 04:52:00.000
29.788.007,1187.0,,1208036,2024-06-25 07:48:27.129,165.0,178.0,3.373,17.125.317,,3.572.296,297.844,179.0,,29.571.104,2024-06-25 08:08:36,561.0,"5    12.8785
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    4.104631
Name: wind_speed_10m, dtype: float32",2024-06-25,07:48:27,2024-06-25,74.0,6.0,6.0,5.0,1.0,13.0,120.0,70.0,0.0,5.0,0.0,20.0,22.0,1.0,89.0,53.0,0 days 00:00:00.000000120,2024-06-25 06:30:00.000,2024-06-25 08:30:00.000
2.704.538,1065.0,,1093779,2024-06-26 07:52:52.848,164.0,175.0,3.418,17.153.374,125.0,3.239.015,270.441,179.0,,29.613.063,2024-06-26 08:11:07,505.0,"5    16.6285
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    3.096837
Name: wind_speed_10m, dtype: float32",2024-06-26,07:52:52,2024-06-26,69.0,41.0,46.0,9.0,6.0,60.0,463.0,157.0,1.0,41.0,0.0,67.0,28.0,3.0,87.0,80.0,0 days 00:00:00.000000463,2024-06-26 00:31:00.000,2024-06-26 08:14:00.000
23.578.558,81.0,,94239,2024-06-26 08:12:34.087,128.0,153.0,3.45,17.317.671,,282.828,23.562,182.0,,3.001.178,2024-06-26 08:14:09,,"5    16.6285
Name: temperature_2m, dtype: float32","5    97.0
Name: relative_humidity_2m, dtype: float32","5    3.096837
Name: wind_speed_10m, dtype: float32",2024-06-26,08:12:34,2024-06-26,69.0,41.0,46.0,9.0,6.0,60.0,463.0,157.0,1.0,41.0,0.0,67.0,28.0,3.0,87.0,80.0,0 days 00:00:00.000000463,2024-06-26 00:31:00.000,2024-06-26 08:14:00.000
3.037.056,1204.0,,1222000,2024-06-27 07:45:58.896,164.0,184.0,3.351,17.224.222,85.0,3.646.296,303.694,177.0,,29.838.755,2024-06-27 08:06:21,570.0,"5    13.5785
Name: temperature_2m, dtype: float32","5    96.0
Name: relative_humidity_2m, dtype: float32","5    5.154415
Name: wind_speed_10m, dtype: float32",2024-06-27,07:45:58,2024-06-27,58.0,58.0,66.0,7.0,12.0,33.0,441.0,168.0,2.0,14.0,0.0,73.0,15.0,4.0,92.0,88.0,0 days 00:00:00.000000441,2024-06-27 00:29:00.000,2024-06-27 07:50:00.000
5.005.931,2762.0,3fb748b1-a19c-4bb1-96ba-cde7b9092b2e.location_data_internal.json,2810639,2024-06-29 08:24:57.378,149.0,180.0,3.711,14.042.358,113.0,6717.55,500.542,178.0,45.14,23.900.437,2024-06-29 09:11:50,723.0,"5    15.6285
Name: temperature_2m, dtype: float32","5    96.0
Name: relative_humidity_2m, dtype: float32","5    4.510787
Name: wind_speed_10m, dtype: float32",2024-06-29,08:24:57,2024-06-29,83.0,47.0,47.0,5.0,2.0,36.0,370.0,151.0,0.0,18.0,0.0,62.0,18.0,3.0,90.0,80.0,0 days 00:00:00.000000370,2024-06-29 01:47:00.000,2024-06-29 07:57:00.000
5.005.931,2762.0,3fb748b1-a19c-4bb1-96ba-cde7b9092b2e.location_data_internal.json,2810639,2024-06-29 08:24:57.378,149.0,180.0,3.711,14.042.358,113.0,6717.55,500.542,178.0,45.14,23.900.437,2024-06-29 09:11:50,723.0,"5    15.6285
Name: temperature_2m, dtype: float32","5    96.0
Name: relative_humidity_2m, dtype: float32","5    4.510787
Name: wind_speed_10m, dtype: float32",2024-06-29,08:24:57,2024-06-29,70.0,0.0,0.0,0.0,0.0,17.0,82.0,0.0,0.0,11.0,0.0,8.0,34.0,0.0,79.0,28.0,0 days 00:00:00.000000082,2024-06-29 08:38:00.000,2024-06-29 10:00:00.000
1.623.297,587.0,6582ef69-68f7-455d-a1b6-1ac0b399d6db.location_data_internal.json,615491,2024-06-29 10:00:14.584,162.0,180.0,3.838,16.854.836,125.0,1.830.713,162.29,179.0,,29.743.943,2024-06-29 10:10:32,261.0,"7    14.1285
Name: temperature_2m, dtype: float32","7    95.0
Name: relative_humidity_2m, dtype: float32","7    5.315336
Name: wind_speed_10m, dtype: float32",2024-06-29,10:00:14,2024-06-29,83.0,47.0,47.0,5.0,2.0,36.0,370.0,151.0,0.0,18.0,0.0,62.0,18.0,3.0,90.0,80.0,0 days 00:00:00.000000370,2024-06-29 01:47:00.000,2024-06-29 07:57:00.000
1.623.297,587.0,6582ef69-68f7-455d-a1b6-1ac0b399d6db.location_data_internal.json,615491,2024-06-29 10:00:14.584,162.0,180.0,3.838,16.854.836,125.0,1.830.713,162.29,179.0,,29.743.943,2024-06-29 10:10:32,261.0,"7    14.1285
Name: temperature_2m, dtype: float32","7    95.0
Name: relative_humidity_2m, dtype: float32","7    5.315336
Name: wind_speed_10m, dtype: float32",2024-06-29,10:00:14,2024-06-29,70.0,0.0,0.0,0.0,0.0,17.0,82.0,0.0,0.0,11.0,0.0,8.0,34.0,0.0,79.0,28.0,0 days 00:00:00.000000082,2024-06-29 08:38:00.000,2024-06-29 10:00:00.000
13.888.678,45.0,,58465,2024-07-02 07:15:09.172,109.0,128.0,3.426,15.496.451,,163.156,12.878,168.0,,2.790.661,2024-07-02 07:16:57,,"4    14.6785
Name: temperature_2m, dtype: float32","4    100.0
Name: relative_humidity_2m, dtype: float32","4    1.44
Name: wind_speed_10m, dtype: float32",2024-07-02,07:15:09,2024-07-02,91.0,53.0,53.0,5.0,1.0,16.0,291.0,156.0,0.0,3.0,,70.0,10.0,3.0,94.0,74.0,0 days 00:00:00.000000291,2024-07-02 00:42:00.000,2024-07-02 05:33:00.000
13.888.678,45.0,,58465,2024-07-02 07:15:09.172,109.0,128.0,3.426,15.496.451,,163.156,12.878,168.0,,2.790.661,2024-07-02 07:16:57,,"4    14.6785
Name: temperature_2m, dtype: float32","4    100.0
Name: relative_humidity_2m, dtype: float32","4    1.44
Name: wind_speed_10m, dtype: float32",2024-07-02,07:15:09,2024-07-02,6.0,18.0,18.0,0.0,0.0,0.0,47.0,46.0,0.0,0.0,,12.0,0.0,0.0,100.0,46.0,0 days 00:00:00.000000047,2024-07-02 07:13:00.000,2024-07-02 08:00:00.000
3.262.242,1185.0,,1209356,2024-07-02 07:17:15.146,161.0,179.0,3.764,17.126.471,122.0,3.932.562,326.22,179.0,,32.517.822,2024-07-02 07:37:24,516.0,"4    14.6785
Name: temperature_2m, dtype: float32","4    100.0
Name: relative_humidity_2m, dtype: float32","4    1.44
Name: wind_speed_10m, dtype: float32",2024-07-02,07:17:15,2024-07-02,91.0,53.0,53.0,5.0,1.0,16.0,291.0,156.0,0.0,3.0,,70.0,10.0,3.0,94.0,74.0,0 days 00:00:00.000000291,2024-07-02 00:42:00.000,2024-07-02 05:33:00.000
3.262.242,1185.0,,1209356,2024-07-02 07:17:15.146,161.0,179.0,3.764,17.126.471,122.0,3.932.562,326.22,179.0,,32.517.822,2024-07-02 07:37:24,516.0,"4    14.6785
Name: temperature_2m, dtype: float32","4    100.0
Name: relative_humidity_2m, dtype: float32","4    1.44
Name: wind_speed_10m, dtype: float32",2024-07-02,07:17:15,2024-07-02,6.0,18.0,18.0,0.0,0.0,0.0,47.0,46.0,0.0,0.0,,12.0,0.0,0.0,100.0,46.0,0 days 00:00:00.000000047,2024-07-02 07:13:00.000,2024-07-02 08:00:00.000
33.149.457,1196.0,,1218271,2024-07-04 07:20:43.341,162.0,173.0,3.768,1.720.307,,3.987.781,331.461,179.0,,32.733.119,2024-07-04 07:41:03,547.0,"4    15.1785
Name: temperature_2m, dtype: float32","4    96.0
Name: relative_humidity_2m, dtype: float32","4    3.6
Name: wind_speed_10m, dtype: float32",2024-07-04,07:20:43,2024-07-04,93.0,58.0,58.0,21.0,2.0,47.0,448.0,234.0,0.0,19.0,,85.0,24.0,6.0,89.0,87.0,0 days 00:00:00.000000448,2024-07-04 00:32:00.000,2024-07-04 08:00:00.000
61.834.174,2952.0,92ec48a8-7dbd-443d-92a0-202ec05ba63d.location_data_internal.json,3001412,2024-07-06 08:28:35.352,159.0,184.0,4.141,15.340.779,115.0,7.791.243,618.267,187.0,45.26,25.958.593,2024-07-06 09:18:40,877.0,"5    13.9285
Name: temperature_2m, dtype: float32","5    95.0
Name: relative_humidity_2m, dtype: float32","5    4.349896
Name: wind_speed_10m, dtype: float32",2024-07-06,08:28:35,2024-07-06,73.0,47.0,47.0,4.0,1.0,9.0,214.0,176.0,0.0,0.0,,55.0,6.0,2.0,95.0,64.0,0 days 00:00:00.000000214,2024-07-06 01:34:00.000,2024-07-06 05:08:00.000
61.834.174,2952.0,92ec48a8-7dbd-443d-92a0-202ec05ba63d.location_data_internal.json,3001412,2024-07-06 08:28:35.352,159.0,184.0,4.141,15.340.779,115.0,7.791.243,618.267,187.0,45.26,25.958.593,2024-07-06 09:18:40,877.0,"5    13.9285
Name: temperature_2m, dtype: float32","5    95.0
Name: relative_humidity_2m, dtype: float32","5    4.349896
Name: wind_speed_10m, dtype: float32",2024-07-06,08:28:35,2024-07-06,69.0,13.0,13.0,16.0,1.0,17.0,176.0,174.0,0.0,3.0,,19.0,21.0,2.0,90.0,49.0,0 days 00:00:00.000000176,2024-07-06 05:44:00.000,2024-07-06 08:40:00.000
3.257.256,1192.0,,1217117,2024-07-16 07:15:40.219,171.0,188.0,3.703,1.708.628,,3.923.531,325.687,178.0,,3.223.627,2024-07-16 07:35:59,550.0,"4    14.8785
Name: temperature_2m, dtype: float32","4    94.0
Name: relative_humidity_2m, dtype: float32","4    2.099143
Name: wind_speed_10m, dtype: float32",2024-07-16,07:15:40,2024-07-16,95.0,30.0,92.0,1.0,4.0,43.0,468.0,66.0,0.0,22.0,,95.0,15.0,6.0,90.0,96.0,0 days 00:00:00.000000468,2024-07-16 00:11:00.000,2024-07-16 07:59:00.000
3.152.305,1174.0,,1206563,2024-10-22 07:57:45.144,170.0,191.0,3.574,16.609.163,100.0,3786.0,314.641,173.0,,31.378.386,2024-10-22 08:18:20,580.0,"5    18.978498
Name: temperature_2m, dtype: float32","5    93.0
Name: relative_humidity_2m, dtype: float32","5    2.620839
Name: wind_speed_10m, dtype: float32",2024-10-22,07:57:45,2024-10-22,85.0,57.0,57.0,24.0,2.0,54.0,472.0,273.0,0.0,18.0,,86.0,24.0,4.0,88.0,80.0,0 days 00:00:00.000000472,2024-10-22 00:13:00.000,2024-10-22 08:05:00.000
3.148.108,1181.0,,1208511,2024-10-24 07:36:52.035,172.0,187.0,3.678,16.577.425,,3.776.984,314.801,175.0,,31.253.202,2024-10-24 07:57:01,604.0,"5    19.8785
Name: temperature_2m, dtype: float32","5    96.0
Name: relative_humidity_2m, dtype: float32","5    3.219938
Name: wind_speed_10m, dtype: float32",2024-10-24,07:36:52,2024-10-24,91.0,42.0,49.0,21.0,4.0,42.0,361.0,184.0,0.0,23.0,,70.0,29.0,2.0,88.0,73.0,0 days 00:00:00.000000361,2024-10-24 02:04:00.000,2024-10-24 08:05:00.000
29.057.047,1162.0,4f23a18a-d6b9-482a-afb9-ebe7fd700038.location_data_internal.json,1191628,2024-10-27 10:09:43.076,164.0,185.0,3.746,16.293.675,,3.568.187,290.523,173.0,46.74,29.943.798,2024-10-27 10:29:37,520.0,"7    20.2785
Name: temperature_2m, dtype: float32","7    88.0
Name: relative_humidity_2m, dtype: float32","7    5.483356
Name: wind_speed_10m, dtype: float32",2024-10-27,10:09:43,2024-10-27,93.0,29.0,59.0,13.0,6.0,66.0,538.0,191.0,0.0,33.0,,90.0,25.0,7.0,87.0,77.0,0 days 00:00:00.000000538,2024-10-27 01:44:00.000,2024-10-27 10:42:00.000
23.528.975,878.0,,909600,2024-10-29 07:40:39.554,167.0,179.0,3.549,16.622.691,,2.824.078,235.281,174.0,,3.104.747,2024-10-29 07:55:49,401.0,"5    17.078499
Name: temperature_2m, dtype: float32","5    90.0
Name: relative_humidity_2m, dtype: float32","5    2.099143
Name: wind_speed_10m, dtype: float32",2024-10-29,07:40:39,2024-10-29,80.0,16.0,33.0,18.0,1.0,62.0,439.0,202.0,0.0,40.0,,63.0,32.0,6.0,85.0,74.0,0 days 00:00:00.000000439,2024-10-29 00:49:00.000,2024-10-29 08:08:00.000
31.508.713,1172.0,,1207867,2024-10-31 07:49:33.048,167.0,176.0,3.604,16.839.604,124.0,3.787.125,315.08,175.0,,31.353.827,2024-10-31 08:09:41,565.0,"5    16.578499
Name: temperature_2m, dtype: float32","5    96.0
Name: relative_humidity_2m, dtype: float32","5    2.545584
Name: wind_speed_10m, dtype: float32",2024-10-31,07:49:33,2024-10-31,84.0,56.0,56.0,9.0,8.0,35.0,389.0,229.0,3.0,11.0,,81.0,16.0,6.0,91.0,79.0,0 days 00:00:00.000000389,2024-10-31 01:55:00.000,2024-10-31 08:24:00.000
7.337.899,273.0,,299856,2024-11-05 07:21:13.184,154.0,162.0,3.296,16.187.772,124.0,898.718,73.349,166.0,,29.971.654,2024-11-05 07:26:14,,"4    19.5285
Name: temperature_2m, dtype: float32","4    96.0
Name: relative_humidity_2m, dtype: float32","4    2.099143
Name: wind_speed_10m, dtype: float32",2024-11-05,07:21:13,2024-11-05,95.0,66.0,81.0,12.0,6.0,38.0,470.0,194.0,0.0,22.0,,93.0,19.0,3.0,91.0,92.0,0 days 00:00:00.000000470,2024-11-05 00:08:00.000,2024-11-05 07:58:00.000
